site_name,geonames_id,latitude,longitude,Rischio_Alluvione,Rischio_Terremoto
Catacomba di Santa Caterina d'Alessandria,,43.0060903,11.9528958,Elevato,Medio
Catacomba di San Panfilo,,41.918419,12.493559,Basso,Medio
Cava a filo,,44.4428267,11.3798385,Basso,Elevato
Caserma dei Vigili della città riomana di Ostia,,41.757,12.292,Basso,Basso
Case romane del Celio,,41.8864,12.492,Basso,Medio
Catacomba di San Nicomede,,41.910889,12.507861,Basso,Medio
Allifae,,41.325511,14.334859,Basso,Elevato
Castrum Inui,,41.580061111111,12.511169444444,Basso,Medio
Casa sannitica,,40.8061,14.3474,Basso,Elevato
Catacomba di San Valentino,,41.924625,12.47286,Basso,Medio
Bagni greci di Gela,,37.072611111111,14.230444444444,Basso,Medio
Catacomba dei Santi Gordiano ed Epimaco,,41.874583,12.506583,Basso,Medio
Catacombe di Villa Torlonia,,41.913948435809,12.509403721724,Basso,Medio
Catacomba di San Lorenzo,,41.902817654283,12.521067579034,Basso,Medio
Catacombe di Ad Decimum,,41.8029531,12.6388251,Basso,Elevato
Auditorium di Mecenate,,41.894,12.5014,Basso,Medio
Aternum,,42.460052222222,14.212194166667,Medio,Medio
Catacombe di Generosa,,41.836122,12.432818,Basso,Medio
Casa dei Grifi,,41.889,12.4873,Basso,Medio
area Archeologica di Poggio del Molino,,43.014638888889,10.515527777778,Basso,Basso
Castellammare della Bruca,3179660.0,40.15,15.18333333,Basso,Basso
Atrium Libertatis,,41.895066,12.483805,Basso,Medio
Casal Ninfeo,,41.874374,12.417173,Basso,Medio
casa del Chirurgo,,40.7516,14.4819,Basso,Medio
Capo Piccolo,,38.912127777778,17.0752,Elevato,Elevato
Capaccio Vecchio,,40.445317,15.054698,Basso,Basso
area archeologica la Fenice,,43.7123,13.2184,Basso,Elevato
Castiglione di Paludi,,39.5427475,16.69747353,Basso,Elevato
Casal Rotondo,,41.821,12.556,Basso,Elevato
Bouleuterion di Reggio Calabria,,38.11230003652,15.649910464227,Basso,Elevato
Catacombe di Sant'Antioco,,39.06961667,8.45075833,Medio,Basso
Lilibeo,,37.8,12.43333,Basso,Basso
Ipogeo dei Volumni,,43.0893,12.4244,Basso,Elevato
nuraghe Ardasai,,39.8936207,9.3391085,Basso,Basso
Arco di Scipione l'Africano,,41.892856,12.482808,Basso,Medio
nuraghe Ispiene,,40.77975,8.91627,Basso,Basso
Mitreo del Circo Massimo,,41.88811389,12.48285556,Basso,Medio
Foro Piscario,,41.8927,12.4865,Basso,Medio
Norba latina,10300667.0,41.592248,12.962333,Basso,Basso
necropoli di Mandra Antine,,40.51516667,8.62983333,Basso,Basso
Monte Sirai,,39.183334,8.483334,Basso,Basso
Insula dell'Ara Coeli,,41.8941,12.4823,Basso,Medio
dolmen di Sa Coveccada,,40.50826111,8.86669167,Basso,Basso
area archeologica di Potentia,,43.4141,13.67118,Medio,Elevato
pozzo sacro di Milis,,40.99344444,9.62847222,Basso,Basso
Hippana,,37.70305556,13.43611111,Basso,Basso
Portus,8015120.0,41.77916667,12.26666667,Basso,Basso
Basilica di Nettuno,,41.898235,12.476789,Basso,Medio
nuraghe Tanca Manna,,40.31144,9.324646,Basso,Basso
Basilica Argentaria,,41.894094,12.484411,Basso,Medio
necropoli di Filigosa,,40.27805556,8.76916667,Basso,Basso
Spina,,44.69305556,12.10111111,Medio,Elevato
necropoli di Moseddu,,40.48591389,8.73053056,Basso,Basso
Horti Lolliani,,41.900694,12.497861,Basso,Medio
Macellum,,40.750077,14.484728,Basso,Medio
villaggio nuragico di Serra Orrios,,40.333833333333,9.5376111111111,Basso,Basso
tempio di Zeus Olimpio,,37.2908,13.5844,Basso,Basso
area archeologica di Santa Cristina,,40.0611421,8.7309719,Basso,Basso
complesso nuragico di Lu Brandali,,41.233777777778,9.1745277777778,Basso,Basso
arco di Marco Aurelio,,41.9015,12.480472,Basso,Medio
Saepinum,7289564.0,41.433758,14.618444,Basso,Elevato
Vescia,3164496.0,41.19066,13.92925,Basso,Medio
Teatro romano di Neapolis,,40.85235375,14.25668389,Basso,Elevato
Entella,,37.774051,13.1219,Basso,Elevato
Meta Sudans,,41.89008333,12.49066667,Basso,Medio
Laos,11952436.0,39.7675,15.83055556,Basso,Elevato
Schola Armaturarum (III.3.6),,40.75166667,14.49166667,Basso,Medio
teatro romano di Spoleto,10288493.0,42.7331,12.73489,Basso,Elevato
complesso archeologico di Noddule,,40.387222222222,9.2836111111111,Basso,Basso
Tempio delle Ninfe,,41.89513611,12.47871667,Basso,Medio
nuraghe Izzana,,40.96872222,9.05951389,Basso,Basso
Terme Deciane,,41.88331,12.48433,Basso,Medio
Molpa,,40.032024,15.303995,Basso,Basso
Su Mulinu,,39.6397819,8.9998856,Basso,Basso
ara di Ierone,10344495.0,37.074405,15.27723,Basso,Elevato
Giganti di Mont'e Prama,,39.965778,8.448278,Basso,Basso
Castello d'Alceste,,40.646685,17.704167,Basso,Basso
pozzo sacro di Sant'Anastasia,,39.6166861,8.8199138,Basso,Basso
Norchia,,42.34055556,11.94305556,Basso,Medio
Porta San Giovanni,,41.88583333,12.50916667,Basso,Medio
necropoli di Sant'Andrea Priu,,40.42137222,8.84691667,Basso,Basso
Preneste,,41.839484,12.892308,Basso,Elevato
Tempio della Gens Flavia,,41.9019,12.4907,Basso,Medio
tomba dei giganti di Li Lolghi,,41.066701,9.333687,Basso,Basso
Monte d'Accoddi,,40.7906971,8.4489274,Basso,Basso
Porticus Margaritaria,,41.891111111111,12.487777777778,Basso,Medio
nuraghe Sa Mandra ’e sa Giua,,40.676969,8.600374,Basso,Basso
santuario nuragico di Santa Vittoria,,39.71313,9.10689,Basso,Basso
Sabucina,,37.50244,14.119363,Basso,Basso
Complesso archeologico di Pranu Muttedu,,39.567636,9.267997,Basso,Basso
tomba dei giganti di Sa Domu 'e S'Orcu,,39.6860984,8.8711487,Basso,Basso
Timpone della Motta,7910532.0,39.8078,16.3686,Basso,Elevato
nuraghe Orolio,,40.29222222,8.90194444,Basso,Basso
mitreo delle Terme di Mitra,,41.754138888889,12.285166666667,Basso,Basso
Villa romana di San Paolo,,46.46972222,11.25833333,Basso,Basso
Villa Jovis,10376261.0,40.55823,14.262628,Basso,Basso
pozzo sacro di Sa Testa,,40.93463333,9.54611111,Basso,Basso
Satricum,,41.5131,12.7551,Basso,Medio
pozzo sacro di Predio Canopoli,,40.82861111,8.88611111,Basso,Basso
Mendolito,,37.698173,14.80656,Basso,Medio
Capo di Bove,,41.8481419,12.5209685,Basso,Elevato
Sulki,,39.066666666667,8.45,Basso,Basso
complesso archeologico di Monte Baranta,,40.631933,8.396644,Basso,Basso
Nuraghe Orgono,,40.128793,8.8583667,Basso,Basso
Horti Lamiani,,41.8945,12.5047,Basso,Medio
anfiteatro romano di Luni,,44.0626,10.0224,Basso,Medio
Arco di Augusto,,45.1361,7.04294,Basso,Medio
Villa di Patti,,38.14916667,14.97194444,Basso,Elevato
parco archeologico Passo di Corvo,,41.553032,15.611277,Basso,Elevato
Horti Maecenatis,,41.893888888889,12.501388888889,Basso,Medio
Domus Transitoria,,41.8886,12.4859,Basso,Medio
tumulo di Montecalvario,,43.4725,11.2838,Basso,Medio
Menhir di Biru 'e Concas,,40.01083,9.03156,Basso,Basso
Arco di Settimio Severo,6269255.0,41.892777777778,12.484722222222,Basso,Medio
chiesa di Sant'Aspreno al Porto,,40.84428,14.25502,Basso,Elevato
Tempio della Concordia,,41.892930555556,12.484244444444,Basso,Medio
Fori Imperiali,,41.89444444,12.48555556,Basso,Medio
Mausoleo di Augusto,6269266.0,41.90611,12.47639,Basso,Medio
Horti Sallustiani,,41.908083333333,12.496916666667,Basso,Medio
Grotta dell'Addaura,,38.18640833,13.35306389,Basso,Elevato
Volsinii,,42.6447,11.9858,Basso,Medio
parco archeologico del Castellammare,,38.205575,13.36739167,Basso,Elevato
Domus Tiberiana,,41.89024,12.48623,Basso,Medio
Aquae Cutiliae,,42.380104,13.008757,Basso,Elevato
Juvanum,11153681.0,41.997895,14.249799,Basso,Elevato
Foro Olitorio,,41.891111111111,12.48,Basso,Medio
basilica Ulpia,,41.895556,12.484572,Basso,Medio
Ludus Magnus,8015119.0,41.89,12.495,Basso,Medio
Regia,,41.891944444444,12.486388888889,Basso,Medio
Villa di Lucullo,,41.9065,12.4834,Basso,Medio
Aeculanum,,41.054035,15.010536,Basso,Elevato
Porta Maggiore,8015088.0,41.8914573,12.5152419,Basso,Medio
Tomba dei Leopardi,,42.2486,11.7716,Basso,Medio
Circo Massimo,6269249.0,41.8859,12.4857,Basso,Medio
portico di Ottavia,,41.892436,12.478533,Basso,Medio
Ciampate del Diavolo,,41.332533,14.024577,Basso,Medio
Plestia,,43.031177,12.90372,Basso,Elevato
Cuma,3177706.0,40.848611,14.053611,Basso,Elevato
Pompei,3170336.0,40.750556,14.489722,Basso,Medio
Villa dei Quintili,8015044.0,41.8314288,12.552482,Basso,Elevato
Tauriana,,38.39444444,15.87138889,Basso,Elevato
Forum Novum,11847731.0,42.3306,12.6039,Basso,Elevato
Palatino,3171655.0,41.888333333333,12.486944444444,Basso,Medio
Casa delle Vestali,,41.891388888889,12.486666666667,Basso,Medio
Partenope,,40.833333,14.25,Basso,Elevato
parco archeologico del Lago dell'Accesa,,42.99078889,10.90422778,Basso,Basso
Praedia di Giulia Felice,,40.7519,14.4933,Basso,Medio
sinagoga di Ostia Antica,,41.7592566,12.3006178,Basso,Basso
Lupercale,,41.888056,12.484444,Basso,Medio
Kaulon,,38.446354,16.57791,Basso,Medio
Abella,,40.95897,14.589359,Basso,Elevato
giacimenti fossiliferi di Bolca,,45.595277777778,11.21,Basso,Elevato
Domus dei tappeti di pietra,,44.418987,12.194545,Medio,Elevato
Orologio di Augusto,,41.900555555556,12.478611111111,Basso,Medio
Villa dei Papiri,,40.806666666667,14.345555555556,Basso,Elevato
Arco di Augusto,,41.891895,12.485994,Basso,Medio
Abellinum,,40.92212,14.83123,Basso,Elevato
tempio di Antonino e Faustina,8224900.0,41.892138888889,12.486688888889,Basso,Medio
Naxos,,37.823989,15.273976,Basso,Elevato
Sinuessa,,41.153941536511,13.847624066426,Basso,Basso
Tusculum,10376743.0,41.798333333333,12.710833333333,Basso,Elevato
"Basilica Cristiana (III,I,4)",,41.753,12.2865,Basso,Basso
Tempio di Domu de Orgia,,39.74868719,9.32724239,Basso,Basso
area archeologica di San Genesio,,43.693244,10.884318,Basso,Medio
Cento Camerelle,,40.79821,14.08409,Basso,Elevato
area archeologica di Su Nuraxi,,39.7028565,8.9998843,Basso,Basso
Paestum,3171709.0,40.42,15.005555555556,Basso,Basso
Lacus Curtius,,41.892345,12.485106,Basso,Medio
tomba dei giganti di Barrancu Mannu,,39.09972222,8.76861111,Basso,Basso
Domus di Giove e Ganimede,,41.754736,12.288323,Basso,Basso
Foro di Augusto,11978578.0,41.894166666667,12.486666666667,Basso,Medio
dolmen di Motorra,,40.30621181,9.57522611,Basso,Basso
Aesernia,,41.594348,14.230823,Basso,Elevato
Kamarina,8063309.0,36.872287,14.447788,Basso,Medio
tumulo di Montefortini,,43.7928,11.0649,Basso,Medio
scavi archeologici di Ercolano,3177364.0,40.806111,14.3475,Basso,Elevato
Colosseo,6269248.0,41.890277777778,12.492222222222,Basso,Medio
Tempio di Vesta,,41.9667,12.8009,Basso,Medio
Umbilicus Urbis Romae,,41.892722,12.484556,Basso,Medio
Porta Pia,,41.90930344757,12.501301830685,Basso,Medio
Tempio di Portuno,11920020.0,41.88926,12.480908,Basso,Medio
Tempio della Sibilla,10288744.0,41.9669,12.8009,Basso,Medio
Settizonio,,41.885633,12.488719,Basso,Medio
Falerii Novi,,42.299534,12.359121,Basso,Medio
Foro Romano,6269259.0,41.8922,12.4852,Basso,Medio
Domus di Amore e Psiche,,41.754044,12.286057,Basso,Basso
nuraghe Antigori,,39.09527778,9.00472222,Basso,Basso
necropoli di Montessu,,39.13333333,8.66861111,Basso,Basso
Dolmen della Chianca,,41.194099,16.487324,Basso,Elevato
Foro di Cesare,,41.894008,12.484936,Basso,Medio
Villa Adriana,7506720.0,41.941944,12.775278,Basso,Elevato
Paedagogium,,41.8877,12.4854,Basso,Medio
Tomba François,,42.4174,11.6391,Basso,Medio
Colonna Traiana,,41.895833333333,12.484166666667,Basso,Medio
Domus della Fortuna Annonaria,,41.754,12.2905,Basso,Basso
Venafrum,,41.48555556,14.03972222,Basso,Elevato
abbazia di Fruttuaria,,45.222466,7.782073,Basso,Basso
Poggiomarino,6538766.0,40.8,14.55,Basso,Medio
Basilica Porcia,,41.89331944,12.48481944,Basso,Medio
Terme di Diocleziano,8015092.0,41.90277778,12.49833333,Basso,Medio
Acquedotto Appio,,41.887846,12.480973,Basso,Medio
Catacombe di Domitilla,,41.85891389,12.50552778,Basso,Medio
Tempio del Divo Romolo,,41.891997,12.487397,Basso,Medio
mura serviane,,41.901666666667,12.501666666667,Basso,Medio
Arco di Costantino,8410591.0,41.889828,12.490605,Basso,Medio
basilica di Massenzio,6269253.0,41.891944444444,12.488333333333,Basso,Medio
Area archeologica di San Giovenale,,42.22444444,11.99972222,Basso,Medio
Tempio di Vesta,10278740.0,41.891707,12.486206,Basso,Medio
Lavinium,,41.6531,12.4726,Basso,Medio
teatro romano di Trieste,,45.649036,13.770289,Basso,Medio
parco archeologico di Sibari,2523123.0,39.716564,16.493696,Basso,Elevato
Monte Testaccio,8224820.0,41.875952,12.475694,Basso,Medio
Casa di Livia,,41.88930556,12.48562778,Basso,Medio
Monte Pruno,8959242.0,40.4118309,15.3628179,Basso,Elevato
Tomba dei giganti di Is Concias,,39.25755,9.35975,Basso,Basso
tomba dei giganti di Imbertighe,,40.20833333,8.80638889,Basso,Basso
Basilica Sempronia,,41.891942,12.484728,Basso,Medio
Amiternum,8133994.0,42.400776,13.305769,Basso,Elevato
Aula Regia,,41.8891,12.487,Basso,Medio
Caere,3178999.0,42.001666666667,12.108333333333,Basso,Basso
basilica sotterranea di Porta Maggiore,,41.89114,12.515484,Basso,Medio
santuario di Portonaccio,10339082.0,42.02111111,12.39083333,Basso,Basso
Tempio di Apollo,,40.7492,14.4844,Basso,Medio
Clivus Capitolinus,,41.8925,12.4838,Basso,Medio
Luni sul Mignone,,42.225791666667,11.933022222222,Basso,Medio
Suessula,,40.98985278,14.39816944,Basso,Elevato
Acquarossa,,42.48333333,12.13333333,Basso,Medio
Clivus Argentarius,,41.89365556,12.48450556,Basso,Medio
Luceria,,44.608967,10.411804,Basso,Elevato
Lucus Feroniae,,42.128323,12.596635,Basso,Medio
Area Archeologica di Cortona,,43.260214,11.973653,Basso,Elevato
Castello Barbarossa,,40.555911,14.226819,Basso,Basso
Sassi di Matera,10629174.0,40.6667,16.6083,Basso,Elevato
Tempio di Matidia,,41.89955,12.47799,Basso,Medio
complesso nuragico di Tamuli,,40.26083333,8.71777778,Basso,Basso
Capua,,41.086242,14.250357,Basso,Medio
Tempio di Traiano,,41.89555556,12.48583333,Basso,Medio
Anfiteatro romano di Catania,10282013.0,37.507361,15.085417,Basso,Elevato
Terina,,38.944865,16.238922,Basso,Elevato
fonte sacra Su Tempiesu,,40.41138889,9.41305556,Basso,Basso
Nomentum,,42.033728,12.6444485,Basso,Medio
Labirinto di Porsenna,,43.0153,11.9486,Basso,Medio
Grotta Guattari,,41.23134613,13.09321404,Basso,Basso
Terme del Faro,,41.7528,12.2904,Basso,Basso
Venusia,,40.961051,15.818321,Basso,Elevato
Villa di Diomede,,40.7523864,14.4787071,Basso,Medio
Corfinium,11153691.0,42.11739,13.835249,Basso,Elevato
tomba dei giganti di S'Ena e Thomes,,40.37902,9.51533,Basso,Basso
Tempio di Iside al Campo Marzio,,41.89721,12.4791,Basso,Medio
Criptoportico forense,,45.7379,7.31733,Basso,Medio
Complesso di S'Arcu 'e Is Forros,,40.00245,9.400644,Basso,Basso
Parco della Preistoria,,45.4736,9.49972,Medio,Basso
Tempio di Venere Genitrice,,41.894194444444,12.484805555556,Basso,Medio
Emporium,,41.880649,12.473724,Basso,Medio
Cromlech del Piccolo San Bernardo,,45.680406,6.883931,Basso,Medio
Ripoli,,42.82611111,13.89,Basso,Elevato
Aveia,,42.3,13.48972222,Basso,Elevato
Porticus Aemilia,,41.880111111111,12.473611111111,Basso,Medio
Drepanon,,38.015,12.5125,Basso,Basso
Vetulonia,,42.8625,10.975,Basso,Basso
abbazia di San Vincenzo al Volturno,11594011.0,41.62874,14.091198,Basso,Elevato
Cività di Tricarico,,40.6375988,16.0588417,Basso,Elevato
Gonfienti,,43.8556,11.1325,Elevato,Medio
complesso nuragico di Seruci,,39.24916667,8.42444444,Basso,Basso
Castrum Novum,,42.0371178,11.8338331,Basso,Basso
Tomba del Triclinio,,42.24875,11.7716,Basso,Medio
Area archeologica di Fiesole,,43.808005555556,11.293927777778,Basso,Medio
Domus dei Coiedii,,43.62508,12.98491,Basso,Elevato
Tempio di Bellona,,41.89241,12.47989,Basso,Medio
Bithia,,38.89583333,8.88527778,Basso,Basso
Villa di Massenzio,8015042.0,41.855474242484,12.519411878046,Basso,Elevato
villaggio nuragico di S'Urbale,,40.08444444,9.11,Basso,Basso
Arco di Tiberio,,41.892339,12.484253,Basso,Medio
tomba degli Auguri,,42.23818,11.79473,Basso,Basso
Area sacra di Sant’Omobono,8015152.0,41.89062,12.48126,Basso,Medio
anfiteatro romano di Lucera,,41.508256,15.344853,Basso,Elevato
Clivus Scauri,,41.8864,12.4915,Basso,Medio
Roselle,3168944.0,42.827179501921,11.159305804001,Basso,Basso
Tomba di san Manno,,43.103055555556,12.350277777778,Basso,Elevato
Curia di Pompeo,,41.8953,12.475,Basso,Medio
Ocriculum,9587430.0,42.41127014,12.46708965,Basso,Medio
Lanuvium,,41.67469,12.69758,Basso,Elevato
sito archeologico di Vassallaggi,,37.47043,13.947573,Basso,Basso
fonte sacra di Su Lumarzu,,40.42305556,8.8125,Basso,Basso
Heba,,42.586,11.308,Basso,Basso
catacombe di Priscilla,7303818.0,41.9297,12.5087,Basso,Medio
Ara della Regina,,42.2588,11.8017,Basso,Medio
Foro di Pompei,,40.74944722,14.484825,Basso,Medio
grotta Paglicci,,41.654406944444,15.615198888889,Basso,Elevato
grotte dell'Annunziata,11838179.0,42.85168,13.57307,Basso,Elevato
Coppa Nevigata,,41.55810556,15.83393889,Basso,Elevato
Circo romano di Aquileia,,45.775007,13.361778,Basso,Medio
Grotta di Bergeggi,,44.242878,8.444899,Basso,Basso
Excubitorium,,41.888769,12.474452,Basso,Medio
Complesso episcopale del patriarca Callisto,,46.093,13.43193,Basso,Elevato
edificio di Eumachia,,40.7491654,14.485323,Basso,Medio
grotte di Collepardo,,41.75846,13.36581,Basso,Elevato
Cisterne romane di Fermo,,43.16122,13.71945,Basso,Elevato
Città d'Ombria,,44.612712,9.804482,Basso,Elevato
Grotta di San Teodoro,,38.05,14.591319,Basso,Elevato
Ikuvium,,43.35201,12.57255,Basso,Elevato
chiesa di San Silvestro,,42.82723618,11.15942478,Basso,Basso
Cencelle,,42.195345,11.858372,Basso,Basso
Domus Severiana,,41.8866,12.4878,Basso,Medio
Colombario costantiniano,,41.8567297,12.5294367,Elevato,Medio
Grotta di Santa Croce,,41.177055,16.469138,Basso,Elevato
Cluviae,,42.1286,14.2653,Basso,Elevato
Colle Madore,,37.747448294663,13.620935789365,Basso,Basso
Domus Praeconum,,41.887416666667,12.485083333333,Basso,Medio
Fornaci romane di Eboli,,40.62209,15.05428,Basso,Medio
Fagifulae,,41.657876,14.667625,Basso,Elevato
Grotte di Catullo,,45.501453,10.606448,Basso,Elevato
Histonium,,42.11158889,14.70821944,Basso,Basso
Grotta dell'Uzzo,,38.1100456,12.7867371,Basso,Basso
Grotta del Broion,,45.4671937,11.5889001,Basso,Medio
Foro romano di Aquileia,,45.774296,13.365506,Basso,Medio
Horrea piperiana,,41.89171389,12.48791944,Basso,Medio
Domus del Triclinio,,44.413865,12.19994,Medio,Elevato
Forum Appii,,41.46639,12.9975,Basso,Basso
Horti Maiani,,41.727833,12.5047,Basso,Elevato
grotte di Castelcivita,10402410.0,40.49549,15.20916,Basso,Medio
Horti Pallantiani,,41.8965,12.504694,Basso,Medio
grotta Calafarina,2525467.0,36.72176,15.11711,Basso,Medio
Gruppo di edifici domizianei nel Foro Romano,,41.89115,12.48533333,Basso,Medio
Foro romano di Catania,,37.50182778,15.08157778,Basso,Elevato
Grotte di Torri,,42.2021,12.6713,Basso,Medio
Heraion alla foce del Sele,,40.4885,14.9697,Elevato,Basso
Domus del Mito,,43.66291,12.41155,Basso,Elevato
chiesa di San Bartolomeo a Montecurliano,,42.82203674,11.15713692,Basso,Basso
Costa Balenae,,43.83547,7.86798,Basso,Elevato
Claterna,,44.434435,11.504509,Medio,Elevato
Dolmen di Albarosa,,41.18563056,16.48497222,Basso,Elevato
Colombarium,,40.846035,14.21046,Basso,Elevato
Complesso archeologico di Baia,,40.817432,14.070045,Basso,Elevato
Forum Popilii,,41.17202,13.966869,Basso,Medio
Foro romano di Milano,,45.463531,9.18571,Basso,Basso
Cozzo Collura,,37.101508333333,15.131536111111,Basso,Elevato
complesso archeologico di San Pietro a Corte,,40.68,14.7575,Basso,Medio
Ghiaccio Forte,,42.606583333333,11.393583333333,Basso,Basso
complesso archeologico di Sa Figu,,40.604722,8.589722,Basso,Basso
Domus e mosaico del Leone,,42.65838056,13.70570278,Basso,Elevato
chiesa di San Gaetano alle Grotte,,37.50873,15.08827,Basso,Elevato
Frattesina,,45.0251,11.652628,Basso,Basso
Geronio,,41.7522,14.8906,Basso,Elevato
Comino,3178234.0,42.187244,14.190785,Basso,Elevato
Cubulteria,,41.251934,14.327125,Basso,Elevato
Civita di Grotte di Castro,,42.671157,11.88403,Basso,Medio
Finziade,,37.100146,13.931719,Basso,Basso
Horti Calyclani,,41.896667,12.504222,Basso,Medio
Horti Tauriani,,41.896667,12.504222,Basso,Medio
Foro civile di Preneste,,41.83921111,12.89225833,Basso,Elevato
Helvia Recina,,43.327956,13.424089,Basso,Elevato
Horti Epaphroditiani,,41.894944,12.508306,Basso,Medio
Complesso di via in Arcione,,41.901862,12.485611,Basso,Medio
Gioiosa Guardia,,38.1507353,14.9305074,Basso,Elevato
dolmen di Monte Longu,,40.27873611,9.60089167,Basso,Basso
Fornaci di laterizi Maxia,,39.244166666667,9.1794444444444,Basso,Basso
Grotta dei Cervi,,40.082777777778,18.485,Basso,Basso
Grotte della Gurfa,,37.748946,13.754089,Basso,Basso
Habitat rupestre di Mottola,,40.6115923,17.0624428,Basso,Elevato
eremo di Monte Turcisi,,37.497211534227,14.749832590647,Basso,Elevato
Chiafura,,36.7912167,14.7100241,Basso,Elevato
Circo di Bovillae,,41.75751,12.62171,Basso,Elevato
Horrea Agrippiana,,41.89083056,12.48505278,Basso,Medio
Foro romano di Brescia,,45.539166666667,10.225833333333,Basso,Elevato
antica chiesa di Santa Lucia,,42.819277,11.138942,Basso,Basso
Centopietre,,39.83765278,18.33623333,Basso,Basso
Gibil Gabib,,37.450667707411,14.077856759987,Basso,Basso
colonne romane di Brindisi,,40.6410982,17.9467584,Basso,Basso
Geosito archeologico di Bard,,45.60589,7.74752,Basso,Basso
Dolmen Frisari,,41.18025278,16.50968889,Basso,Elevato
Grassera,,42.82619167,10.41545833,Basso,Basso
Devia,,41.906092,15.618806,Basso,Elevato
cenotafio di Annia Regilla,,41.8653,12.5165,Elevato,Medio
Domus del chirurgo,,44.061863,12.56819,Basso,Elevato
Cisterna delle Sette Sale,,41.89341389,12.49654167,Basso,Medio
Monte Calvario,,46.550892,12.448261,Basso,Medio
area archeologica di Nuraghe Mannu,,40.293777,9.589241,Basso,Basso
Museo archeologico nazionale di Luni,,44.0644,10.0171,Basso,Medio
necropoli di Montalè,,40.74825556,8.51122778,Basso,Basso
necropoli di San Clemente,,40.73333333,14.66666667,Basso,Medio
mura di Cosa,,42.4136512,11.2885909,Basso,Basso
Mansio ad Vacanas,,42.126638888889,12.360138888889,Basso,Basso
Lagozza di Besnate,,45.7063,8.74901,Basso,Basso
Ipogeo di via Livenza,,41.91357778,12.49589167,Basso,Medio
Ipogeo di Trebio Giusto,,41.87388889,12.51583333,Basso,Medio
Ipogeo degli Ottavi,,41.9631,12.4062,Basso,Basso
Leontinoi,,37.285478,14.998115,Basso,Elevato
Palazzo a Mare,,40.5584,14.23489167,Elevato,Basso
Odeon,,37.50297222,15.08283333,Basso,Elevato
nuraghe Serbissi,,39.823463,9.496776,Basso,Basso
Mitreo di Duino,,45.71578,13.733121,Basso,Medio
Ninfeo di Alessandro,,41.895262,12.503677,Basso,Medio
tomba romana del Carmine,,37.50977,15.08924,Basso,Elevato
nuraghe S'Ulimu,,39.6542,9.5729,Basso,Basso
necropoli di Coccitelle,,42.000704,13.808328,Basso,Elevato
Mura romane di Milano,,45.465074,9.17851,Basso,Basso
Mura Timoleontee,,37.07128056,14.22359722,Basso,Medio
necropoli del tempio di Antonino Pio e Faustina,,41.89199722,12.48688056,Basso,Medio
Monte Grande,,37.198362,13.679849,Basso,Basso
Noto antica,,36.938549,15.022485,Basso,Elevato
nuraghe Lerno,,40.584333333333,9.1646944444444,Basso,Basso
Locri Epizefiri,9781862.0,38.23642,16.259895,Basso,Elevato
Monte del Grano,,41.86527222,12.54929167,Basso,Medio
necropoli di Ponte Messato,,42.64757778,13.67653056,Basso,Elevato
parco archeologico dei Tauriani,,38.39415,15.86624,Basso,Elevato
mitreo di Santa Prisca,,41.883,12.484,Basso,Medio
Monte Grotticelle,,37.4395,13.4982,Basso,Basso
Monte Bubbonia,,37.251925,14.340346,Basso,Elevato
necropoli di Samassi,,39.483325,8.908364,Basso,Basso
Monte Turcisi,,37.501087,14.748242,Basso,Elevato
mitreo Barberini,,41.9036724,12.4912501,Basso,Medio
Ipogeo di Vibia,,41.8619,12.5102,Basso,Medio
necropoli Anguilla,,37.47232,13.25446,Basso,Basso
Monte Adranone,,37.684074,13.139629,Basso,Elevato
Lagole,,46.436977,12.386322,Basso,Elevato
Muro Tenente,,40.538754,17.742287,Basso,Basso
Palikè,,37.331677,14.698109,Basso,Elevato
necropoli del Crocifisso,,42.21630278,14.14303889,Basso,Elevato
Sotterranei di Orvieto,,42.716587,12.11298,Basso,Medio
lago del Frassino,,45.436708333333,10.667125,Basso,Elevato
Laghetto della Costa,,45.2695,11.7435,Basso,Basso
Lucus Angitiae,11153713.0,41.970771,13.460661,Basso,Elevato
Monte San Mauro,10626427.0,37.217025,14.46890833,Basso,Elevato
Pantheon di Santa Maria in Stelle,,45.497084106553,11.037800763123,Basso,Elevato
nuraghe Zuras,,40.134111111111,8.7789444444444,Basso,Basso
Luceoli,,43.43962,12.63253,Basso,Elevato
Ocriticum,11153714.0,42.00298611,13.99021111,Basso,Elevato
Museo civico e Foro romano di Assisi,,43.0696,12.6138,Basso,Elevato
nuraghe Pranu,,39.7823,9.4439,Basso,Basso
parco archeologico del Colle Garampo,,44.13653333,12.24163056,Basso,Elevato
necropoli dell'Esquilino,,41.8957,12.5022,Basso,Medio
Mausoleo di Ummidia Quadratilla,10300180.0,41.482565,13.822098,Basso,Elevato
Occhiolà,,37.2351,14.6231,Basso,Elevato
Ipogeo di via Dino Compagni,,41.8716,12.5175,Basso,Medio
Pallanum,,42.03194444,14.39527778,Basso,Medio
necropoli di Is Loccis-Santus,,39.1196,8.493,Basso,Basso
Monteroni,8956966.0,41.94293,12.13142,Basso,Basso
Mondeval,,46.46658,12.09392,Basso,Medio
Larinum,,41.805277777778,14.916944444444,Basso,Elevato
